COMPUTATIONAL INTELLIGENCE PROJECT REPORT
=========================================
Student: s347245
Parameters: Alpha=1.00, Beta=2.00, Density=0.20, Cities=1000
Execution Time: 571.8075 seconds
=========================================

PERFORMANCE COMPARISON
-------------------------
 - Baseline Cost:       37,545,927.7
 - Algorithm Cost:      26,178,730.7
 - Absolute Improvement: 11,367,197.0
 - % Improvement:       30.28%
 - Result:              IMPROVEMENT

CITY COVERAGE DETAIL:
City ID    | Available    | % Collected  | Visits  
635        | 521.5        | 100.0        | 1       
636        | 429.2        | 100.0        | 1       
637        | 464.9        | 100.0        | 1       
638        | 210.1        | 100.0        | 1       
639        | 823.1        | 100.0        | 4       
640        | 199.2        | 100.0        | 1       
641        | 716.9        | 100.0        | 23      
642        | 760.2        | 100.0        | 2       
643        | 575.3        | 100.0        | 15      
644        | 863.1        | 100.0        | 6       
645        | 291.8        | 100.0        | 13      
646        | 881.7        | 100.0        | 22      
647        | 729.7        | 100.0        | 1       
648        | 799.0        | 100.0        | 2       
649        | 664.9        | 100.0        | 7       
650        | 846.5        | 100.0        | 2       
651        | 993.1        | 100.0        | 2       
652        | 420.7        | 100.0        | 1       
653        | 814.1        | 100.0        | 6       
654        | 744.8        | 100.0        | 1       
655        | 453.4        | 100.0        | 1       
656        | 927.0        | 100.0        | 2       
657        | 395.0        | 100.0        | 1       
658        | 565.9        | 100.0        | 1       
659        | 106.8        | 100.0        | 1       
660        | 226.5        | 100.0        | 1       
661        | 840.9        | 100.0        | 2       
662        | 397.2        | 100.0        | 1       
663        | 394.7        | 100.0        | 1       
664        | 246.7        | 100.0        | 1       
665        | 492.1        | 100.0        | 1       
666        | 806.0        | 100.0        | 2       
667        | 895.3        | 100.0        | 2       
668        | 71.0         | 100.0        | 1       
669        | 575.2        | 100.0        | 3       
670        | 467.8        | 100.0        | 1       
671        | 614.7        | 100.0        | 7       
672        | 447.8        | 100.0        | 1       
